elapsed_s,ns_per_line,resid_pct,phase
191.473,969.5,,2
191.819,967.0,,2
192.167,969.1,,2
192.514,969.5,,2
192.861,966.9,,2
193.208,969.0,,2
193.555,969.4,,2
193.902,967.2,,2
194.249,969.0,,2
194.596,969.2,,2
194.943,966.9,,2
195.290,968.9,,2
195.637,969.3,,2
195.984,967.0,,2
196.331,969.4,,2
196.678,969.6,,2
197.025,967.3,,2
197.372,968.9,,2
197.719,969.1,,2
198.067,967.5,,2
198.414,969.4,,2
198.761,968.2,,2
199.108,967.1,,2
199.455,969.5,,2
199.802,967.9,,2
200.150,967.0,,2
200.497,969.4,,2
200.844,967.3,,2
201.192,967.0,,2
201.540,969.4,,2
201.886,967.1,,2
202.235,967.2,,2
202.583,969.4,,2
202.929,966.9,,2
203.278,966.9,,2
203.626,969.2,,2
203.972,966.9,,2
204.321,967.0,,2
204.668,969.1,,2
205.015,967.2,,2
205.364,967.0,,2
205.711,968.9,,2
206.058,967.1,,2
206.407,967.3,,2
206.754,968.6,,2
207.101,967.5,,2
207.450,967.3,,2
207.797,968.7,,2
208.144,966.8,,2
208.493,967.6,,2
208.840,968.9,,2
209.187,966.9,,2
209.536,967.5,,2
209.883,968.8,,2
210.230,967.3,,2
210.579,967.9,,2
210.926,968.6,,2
211.273,966.9,,2
211.622,967.6,,2
211.969,968.5,,2
212.316,967.0,,2
212.665,967.2,,2
213.012,969.0,,2
213.359,966.9,,2
213.708,967.2,,2
214.055,968.6,,2
214.402,967.5,,2
214.751,967.0,,2
215.098,968.7,,2
215.445,967.2,,2
215.793,967.0,,2
216.140,968.5,,2
216.487,967.6,,2
216.835,967.0,,2
217.182,968.6,,2
217.529,967.6,,2
217.877,967.1,,2
218.224,968.8,,2
218.571,967.2,,2
218.918,967.0,,2
219.265,968.6,,2
219.612,967.3,,2
219.959,967.0,,2
220.306,968.7,,2
220.653,967.4,,2
221.000,967.8,,2
221.347,968.6,,2
221.694,969.2,,2
222.041,968.0,,2
222.389,968.9,,2
222.735,967.1,,2
223.083,968.7,,2
223.430,968.8,,2
223.777,967.3,,2
224.124,969.2,,2
224.471,969.1,,2
224.818,967.0,,2
225.165,969.1,,2
225.512,969.8,,2
225.859,967.2,,2
226.206,969.2,,2
226.553,969.6,,2
226.900,967.1,,2
227.247,968.8,,2
227.594,969.6,,2
227.941,967.0,,2
228.288,968.9,,2
228.635,969.0,,2
228.982,967.2,,2
229.329,969.0,,2
229.676,968.9,,2
230.023,967.3,,2
230.370,969.2,,2
230.717,969.0,,2
231.064,967.1,,2
231.411,969.2,,2
231.758,969.0,,2
232.105,967.1,,2
232.452,969.2,,2
232.799,968.8,,2
233.146,967.2,,2
233.493,969.3,,2
233.841,969.0,,2
234.187,967.4,,2
234.534,969.5,,2
234.881,968.3,,2
235.229,967.2,,2
235.576,969.0,,2
235.923,968.1,,2
236.270,967.1,,2
236.618,969.3,,2
236.965,967.8,,2
237.312,967.0,,2
237.659,969.1,,2
238.006,967.3,,2
238.355,967.0,,2
238.702,969.0,,2
239.049,966.8,,2
239.398,967.5,,2
239.745,968.8,,2
240.092,966.9,,2
240.441,967.6,,2
240.788,968.8,,2
241.134,966.9,,2
241.484,967.6,,2
241.831,968.9,,2
242.177,967.3,,2
242.527,967.7,,2
242.874,968.5,,2
243.220,967.1,,2
243.570,967.8,,2
243.917,968.8,,2
244.263,966.8,,2
244.613,967.8,,2
244.960,968.7,,2
245.306,967.0,,2
245.655,967.4,,2
246.002,968.8,,2
246.349,966.8,,2
246.698,967.2,,2
247.045,968.7,,2
247.392,967.1,,2
247.741,967.2,,2
248.088,968.5,,2
248.435,967.6,,2
248.784,967.0,,2
249.131,968.9,,2
249.478,967.2,,2
249.827,967.3,,2
250.174,968.9,,2
250.521,967.3,,2
250.870,967.0,,2
251.217,968.8,,2
251.563,967.4,,2
251.912,967.0,,2
252.259,968.8,,2
252.606,967.9,,2
252.955,967.5,,2
253.302,968.6,,2
253.649,967.8,,2
253.997,967.2,,2
254.344,968.5,,2
254.691,967.4,,2
255.039,967.2,,2
255.386,968.9,,2
255.733,967.3,,2
256.080,967.1,,2
256.427,969.1,,2
256.774,966.9,,2
257.121,967.4,,2
257.468,969.2,,2
257.815,967.3,,2
258.162,968.1,,2
258.509,969.1,,2
258.856,966.9,,2
259.203,968.4,,2
259.550,969.6,,2
259.897,967.0,,2
260.244,968.9,,2
260.591,969.4,,2
260.938,966.8,,2
261.285,969.0,,2
261.632,969.7,,2
261.979,967.1,,2
262.326,969.2,,2
262.674,968.8,,2
263.020,966.9,,2
263.367,968.8,,2
263.715,969.2,,2
264.061,966.8,,2
264.408,969.3,,2
264.756,968.6,,2
265.102,967.4,,2
265.450,969.5,,2
265.797,969.2,,2
266.144,967.5,,2
266.491,969.4,,2
266.838,968.7,,2
267.187,967.4,,2
267.534,969.6,,2
267.881,968.9,,2
268.228,966.9,,2
268.575,969.5,,2
268.923,969.1,,2
269.269,966.9,,2
269.616,969.7,,2
269.964,969.3,,2
270.310,967.5,,2
270.658,969.3,,2
271.005,968.8,,2
271.352,967.1,,2
271.699,969.3,,2
272.046,968.5,,2
272.393,967.5,,2
272.740,968.7,,2
273.087,968.6,,2
273.435,967.7,,2
273.782,969.0,,2
274.129,968.4,,2
274.477,967.6,,2
274.824,968.7,,2
275.170,967.5,,2
275.519,967.8,,2
275.866,968.7,,2
276.213,966.9,,2
276.562,967.7,,2
276.909,968.7,,2
277.255,966.7,,2
277.605,967.9,,2
277.952,968.6,,2
278.298,966.9,,2
278.647,967.2,,2
278.994,968.6,,2
279.341,966.7,,2
279.690,967.4,,2
280.038,968.4,,2
280.384,967.4,,2
280.733,967.0,,2
281.080,968.9,,2
281.428,968.5,,2
281.777,967.3,,2
282.124,969.2,,2
282.471,967.3,,2
282.820,967.0,,2
283.167,968.8,,2
283.514,968.0,,2
283.863,967.0,,2
284.210,968.8,,2
284.557,967.3,,2
284.906,967.0,,2
285.253,968.5,,2
285.599,967.6,,2
285.948,967.2,,2
286.296,968.6,,2
286.642,967.0,,2
286.991,966.9,,2
287.338,968.3,,2
287.685,967.4,,2
288.034,967.0,,2
288.381,968.9,,2
288.728,967.2,,2
289.077,967.2,,2
289.424,968.7,,2
289.771,967.4,,2
290.120,967.5,,2
290.467,968.6,,2
290.814,967.4,,2
291.162,967.1,,2
291.509,969.1,,2
291.856,966.8,,2
292.204,967.0,,2
292.551,969.0,,2
292.898,967.1,,2
293.245,966.9,,2
293.593,969.4,,2
293.939,967.1,,2
294.286,967.2,,2
294.634,968.8,,2
294.980,966.8,,2
295.327,967.2,,2
295.675,969.0,,2
296.021,967.1,,2
296.369,968.1,,2
296.716,969.1,,2
297.062,967.2,,2
297.410,968.6,,2
297.757,968.9,,2
298.104,967.2,,2
298.451,969.2,,2
298.798,968.7,,2
299.145,967.2,,2
299.492,969.5,,2
299.839,968.7,,2
300.186,967.0,,2
300.533,969.5,,2
300.880,968.7,,2
301.227,966.9,,2
301.574,969.4,,2
301.921,969.2,,2
302.268,967.3,,2
302.615,969.2,,2
302.962,969.2,,2
303.309,967.3,,2
303.656,969.4,,2
304.003,968.9,,2
304.350,967.4,,2
304.697,969.2,,2
305.045,969.1,,2
305.391,967.4,,2
305.738,969.2,,2
306.086,969.1,,2
306.432,967.4,,2
